name,game,description
Hidden Power,"['Scarlet', 'Violet']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
High Horsepower,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",The user fiercely attacks the target using its entire body.
High Horsepower,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",The user fiercely attacks the target using its entire body.
High Horsepower,"['Scarlet', 'Violet']",The user fiercely attacks the target using its entire body.
High Jump Kick,"['Gold', 'Silver', 'Crystal']",May miss and hurt the user.
High Jump Kick,"['Ruby', 'Sapphire', 'Emerald']","A jumping knee kick. If it misses, the user is hurt."
High Jump Kick,"['FireRed', 'LeafGreen']","A strong jumping knee kick. If it misses, the user is hurt."
High Jump Kick,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']","The foe is attacked with a knee kick from a jump. If it misses, the user is hurt instead."
High Jump Kick,"['Black', 'White', 'Black 2', 'White 2']","The target is attacked with a knee kick from a jump. If it misses, the user is hurt instead."
High Jump Kick,"['X', 'Y', 'O.Ruby', 'A.Sapphire']","The target is attacked with a knee kick from a jump. If it misses, the user is hurt instead."
High Jump Kick,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon', 'L.G. Pikachu', 'L.G. Eevee']","The target is attacked with a knee kick from a jump. If it misses, the user is hurt instead."
High Jump Kick,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']","The target is attacked with a knee kick from a jump. If it misses, the user is hurt instead."
High Jump Kick,"['Scarlet', 'Violet']","The target is attacked with a knee kick from a jump. If this move misses, the user takes damage instead."
Hold Back,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",The user holds back when it attacks and the target is left with at least 1 HP.
Hold Back,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']","The user holds back when it attacks, and the target is left with at least 1 HP."
Hold Back,"['Sword', 'Shield']","The user holds back when it attacks, and the target is left with at least 1 HP."
Hold Back,"['B.Diamond', 'S.Pearl']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Hold Back,"['Scarlet', 'Violet']","The user holds back when it attacks, and the target is left with at least 1 HP."
Hold Hands,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",The user and an ally hold hands. This makes them very happy.
Hold Hands,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",The user and an ally hold hands. This makes them very happy.
Hold Hands,"['Sword', 'Shield']",The user and an ally hold hands. This makes them very happy.
Hold Hands,"['B.Diamond', 'S.Pearl']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Hold Hands,"['Scarlet', 'Violet']",The user and an ally hold hands. This makes them very happy.
Hone Claws,"['Black', 'White', 'Black 2', 'White 2']",The user sharpens its claws to boost its Attack stat and accuracy.
Hone Claws,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",The user sharpens its claws to boost its Attack stat and accuracy.
Hone Claws,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",The user sharpens its claws to boost its Attack stat and accuracy.
Hone Claws,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",The user sharpens its claws to boost its Attack stat and accuracy.
Hone Claws,"['Scarlet', 'Violet']",The user sharpens its claws to boost its Attack stat and accuracy.
Horn Attack,"['Gold', 'Silver', 'Crystal']",An attack using a horn to jab.
Horn Attack,"['Ruby', 'Sapphire', 'Emerald']",Jabs the foe with sharp horns.
Horn Attack,"['FireRed', 'LeafGreen']",The foe is jabbed with a sharply pointed horn to inflict damage.
Horn Attack,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']",The foe is jabbed with a sharply pointed horn to inflict damage. 
Horn Attack,"['Black', 'White', 'Black 2', 'White 2']",The target is jabbed with a sharply pointed horn to inflict damage.
Horn Attack,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",The target is jabbed with a sharply pointed horn to inflict damage.
Horn Attack,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon', 'L.G. Pikachu', 'L.G. Eevee']",The target is jabbed with a sharply pointed horn to inflict damage.
Horn Attack,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",The target is jabbed with a sharply pointed horn to inflict damage.
Horn Attack,"['Scarlet', 'Violet']",The target is jabbed with a sharply pointed horn to inflict damage.
Horn Drill,"['Gold', 'Silver', 'Crystal']","A one-hit KO, drill attack."
Horn Drill,"['Ruby', 'Sapphire', 'Emerald']",A one-hit KO attack that uses a horn like a drill.
Horn Drill,"['FireRed', 'LeafGreen']",The horn is rotated like a drill to ram. The foe will faint if it hits.
Horn Drill,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']",The foe is stabbed with a horn rotating like a drill. The foe instantly faints if it hits.
Horn Drill,"['Black', 'White', 'Black 2', 'White 2']","The user stabs the target with a horn that rotates like a drill. If it hits, the target faints instantly."
Horn Drill,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",The user stabs the target with a horn that rotates like a drill. The target faints instantly if this attack hits.
Horn Drill,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon', 'L.G. Pikachu', 'L.G. Eevee']",The user stabs the target with a horn that rotates like a drill. The target faints instantly if this attack hits.
Horn Drill,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",The user stabs the target with a horn that rotates like a drill. The target faints instantly if this attack hits.
Horn Drill,"['Scarlet', 'Violet']",The user stabs the target with a horn that rotates like a drill. The target faints instantly if this attack hits.
Horn Leech,"['Black', 'White', 'Black 2', 'White 2']",The user drains the target’s energy with its horns. The user’s HP is restored by half the damage taken by the target.
Horn Leech,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",The user drains the target’s energy with its horns. The user’s HP is restored by half the damage taken by the target.
Horn Leech,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",The user drains the target’s energy with its horns. The user’s HP is restored by half the damage taken by the target.
Horn Leech,"['Sword', 'Shield']",The user drains the target’s energy with its horns. The user’s HP is restored by half the damage taken by the target.
Horn Leech,"['B.Diamond', 'S.Pearl']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Horn Leech,"['Scarlet', 'Violet']",The user drains the target’s energy with its horns. The user’s HP is restored by up to half the damage taken by the target.
Howl,"['Ruby', 'Sapphire', 'Emerald']",Howls to raise the spirit and boosts ATTACK.
Howl,"['FireRed', 'LeafGreen']",The user howls to raise its spirit and boost its ATTACK stat.
Howl,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']","The user howls loudly to raise its spirit, boosting its Attack stat. "
Howl,"['Black', 'White', 'Black 2', 'White 2']","The user howls loudly to raise its spirit, boosting its Attack stat."
Howl,"['X', 'Y', 'O.Ruby', 'A.Sapphire']","The user howls loudly to raise its spirit, which raises its Attack stat."
Howl,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']","The user howls loudly to raise its spirit, which raises its Attack stat."
Howl,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",The user howls loudly to raise the spirit of itself and allies. This raises their Attack stats.
Howl,"['Scarlet', 'Violet']",The user howls loudly to rouse itself and its allies. This boosts their Attack stats.
Hurricane,"['Black', 'White', 'Black 2', 'White 2']",The user attacks by wrapping its opponent in a fierce wind that flies up into the sky. It may also confuse the target.
Hurricane,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",The user attacks by wrapping its opponent in a fierce wind that flies up into the sky. This may also confuse the target.
Hurricane,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",The user attacks by wrapping its opponent in a fierce wind that flies up into the sky. This may also confuse the target.
Hurricane,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",The user attacks by wrapping its opponent in a fierce wind that flies up into the sky. This may also confuse the target.
Hurricane,"['Scarlet', 'Violet']",The user attacks by wrapping the target in a fierce wind. This may also confuse the target.
Hydro Cannon,"['Ruby', 'Sapphire', 'Emerald']","Powerful, but leaves the user immobile the next turn."
Hydro Cannon,"['FireRed', 'LeafGreen']",The foe is hit with a watery cannon. The user can’t move on the next turn.
Hydro Cannon,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']","The foe is hit with a watery blast. The user must rest on the next turn, however."
Hydro Cannon,"['Black', 'White', 'Black 2', 'White 2']","The target is hit with a watery blast. The user must rest on the next turn, however."
Hydro Cannon,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",The target is hit with a watery blast. The user can’t move on the next turn.
Hydro Cannon,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",The target is hit with a watery blast. The user can’t move on the next turn.
Hydro Cannon,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",The target is hit with a watery blast. The user can’t move on the next turn.
Hydro Cannon,"['Scarlet', 'Violet']",The target is hit with a watery blast. The user can’t move on the next turn.
Hydro Pump,"['Gold', 'Silver', 'Crystal']",A powerful water-type attack.
Hydro Pump,"['Ruby', 'Sapphire', 'Emerald']",Blasts water at high power to strike the foe.
Hydro Pump,"['FireRed', 'LeafGreen']",A high volume of water is blasted at the foe under great pressure.
Hydro Pump,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']",The foe is blasted by a huge volume of water launched under great pressure. 
Hydro Pump,"['Black', 'White', 'Black 2', 'White 2']",The target is blasted by a huge volume of water launched under great pressure.
Hydro Pump,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",The target is blasted by a huge volume of water launched under great pressure.
Hydro Pump,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon', 'L.G. Pikachu', 'L.G. Eevee']",The target is blasted by a huge volume of water launched under great pressure.
Hydro Pump,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",The target is blasted by a huge volume of water launched under great pressure.
Hydro Pump,"['Scarlet', 'Violet']",The target is blasted by a huge volume of water launched under great pressure.
Hydro Vortex,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']","The user creates a huge whirling current using its Z-Power to swallow the target with full force. The power varies, depending on the original move."
Hydro Vortex,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Hydro Vortex,"['Scarlet', 'Violet']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Hyper Beam,"['Gold', 'Silver', 'Crystal']",1st turn: Attack 2nd turn: Rest
Hyper Beam,"['Ruby', 'Sapphire', 'Emerald']","Powerful, but leaves the user immobile the next turn."
Hyper Beam,"['FireRed', 'LeafGreen']",A severely damaging attack that makes the user rest on the next turn.
Hyper Beam,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']",The foe is attacked with a powerful beam. The user must rest on the next turn to regain its energy.
Hyper Beam,"['Black', 'White', 'Black 2', 'White 2']",The target is attacked with a powerful beam. The user must rest on the next turn to regain its energy.
Hyper Beam,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",The target is attacked with a powerful beam. The user can’t move on the next turn.
Hyper Beam,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon', 'L.G. Pikachu', 'L.G. Eevee']",The target is attacked with a powerful beam. The user can’t move on the next turn.
Hyper Beam,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",The target is attacked with a powerful beam. The user can’t move on the next turn.
Hyper Beam,"['Scarlet', 'Violet']",The target is attacked with a powerful beam. The user can’t move on the next turn.
Hyper Drill,"['Scarlet', 'Violet']",The user spins the pointed part of its body at high speed to pierce the target. This attack can hit a target using a move such as Protect or Detect.
Hyper Fang,"['Gold', 'Silver', 'Crystal']",An attack that may cause flinching.
Hyper Fang,"['Ruby', 'Sapphire', 'Emerald']",Attacks with sharp fangs. May cause flinching.
Hyper Fang,"['FireRed', 'LeafGreen']",The foe is attacked with sharp fangs. It may make the foe flinch.
Hyper Fang,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']",The user bites hard on the foe with its sharp front fangs. It may also make the target flinch.
Hyper Fang,"['Black', 'White', 'Black 2', 'White 2']",The user bites hard on the target with its sharp front fangs. It may also make the target flinch.
Hyper Fang,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",The user bites hard on the target with its sharp front fangs. This may also make the target flinch.
Hyper Fang,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon', 'L.G. Pikachu', 'L.G. Eevee']",The user bites hard on the target with its sharp front fangs. This may also make the target flinch.
Hyper Fang,"['Sword', 'Shield']",The user bites hard on the target with its sharp front fangs. This may also make the target flinch.
Hyper Fang,"['B.Diamond', 'S.Pearl']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Hyper Fang,"['Scarlet', 'Violet']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Hyper Voice,"['Ruby', 'Sapphire', 'Emerald']",A loud attack that uses sound waves to injure.
Hyper Voice,"['FireRed', 'LeafGreen']",The user lets loose a horribly loud shout with the power to damage.
Hyper Voice,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']",The user lets loose a horribly echoing shout with the power to inflict damage.
Hyper Voice,"['Black', 'White', 'Black 2', 'White 2']",The user lets loose a horribly echoing shout with the power to inflict damage.
Hyper Voice,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",The user lets loose a horribly echoing shout with the power to inflict damage.
Hyper Voice,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",The user lets loose a horribly echoing shout with the power to inflict damage.
Hyper Voice,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",The user lets loose a horribly echoing shout with the power to inflict damage.
Hyper Voice,"['Scarlet', 'Violet']","The user attacks by letting loose a horribly loud, resounding cry."
Hyperspace Fury,"['O.Ruby', 'A.Sapphire']","Using its many arms, the user unleashes a barrage of attacks that ignore the effects of moves like Protect and Detect. This attack lowers the user’s Defense."
Hyperspace Fury,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']","Using its many arms, the user unleashes a barrage of attacks that ignore the effects of moves like Protect and Detect. But the user’s Defense stat falls."
Hyperspace Fury,"['Sword', 'Shield']","Using its many arms, the user unleashes a barrage of attacks that ignore the effects of moves like Protect and Detect. But the user’s Defense stat falls."
Hyperspace Fury,"['B.Diamond', 'S.Pearl']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Hyperspace Fury,"['Scarlet', 'Violet']","Using its many arms, the user unleashes a barrage of attacks that ignore the effects of moves like Protect and Detect. This also lowers the user’s Defense stat."
Hyperspace Hole,"['X', 'Y', 'O.Ruby', 'A.Sapphire']","Using a hyperspace hole, the user appears right next to the target and strikes. This also hits a target using Protect or Detect."
Hyperspace Hole,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']","Using a hyperspace hole, the user appears right next to the target and strikes. This also hits a target using a move such as Protect or Detect."
Hyperspace Hole,"['Sword', 'Shield']","Using a hyperspace hole, the user appears right next to the target and strikes. This also hits a target using a move such as Protect or Detect."
Hyperspace Hole,"['B.Diamond', 'S.Pearl']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Hyperspace Hole,"['Scarlet', 'Violet']","Using a hyperspace hole, the user appears right next to the target and strikes. This attack can hit a target using a move such as Protect or Detect."
Hypnosis,"['Gold', 'Silver', 'Crystal']",May put the foe to sleep.
Hypnosis,"['Ruby', 'Sapphire', 'Emerald']",A hypnotizing move that may induce sleep.
Hypnosis,"['FireRed', 'LeafGreen']",Hypnotic suggestion is used to make the foe fall into a deep sleep.
Hypnosis,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']",The user employs hypnotic suggestion to make the target fall into a deep sleep.
Hypnosis,"['Black', 'White', 'Black 2', 'White 2']",The user employs hypnotic suggestion to make the target fall into a deep sleep.
Hypnosis,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",The user employs hypnotic suggestion to make the target fall into a deep sleep.
Hypnosis,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon', 'L.G. Pikachu', 'L.G. Eevee']",The user employs hypnotic suggestion to make the target fall into a deep sleep.
Hypnosis,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",The user employs hypnotic suggestion to make the target fall into a deep sleep.
Hypnosis,"['Scarlet', 'Violet']",The user employs hypnotic suggestion to make the target fall asleep.
Ice Ball,"['Ruby', 'Sapphire', 'Emerald']",A 5-turn attack that gains power on successive hits.
Ice Ball,"['FireRed', 'LeafGreen']",A 5-turn rolling attack that becomes stronger each time it rolls.
Ice Ball,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']",The user continually rolls into the foe over five turns. It becomes stronger each time it hits.
Ice Ball,"['Black', 'White', 'Black 2', 'White 2']",The user continually rolls into the target over five turns. It becomes stronger each time it hits.
Ice Ball,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",The user continually rolls into the target over five turns. It becomes stronger each time it hits.
Ice Ball,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",The user attacks the target for five turns. The move’s power increases each time it hits.
Ice Ball,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Ice Ball,"['Scarlet', 'Violet']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Ice Beam,"['Gold', 'Silver', 'Crystal']",An attack that may freeze the foe.
Ice Beam,"['Ruby', 'Sapphire', 'Emerald']",Blasts the foe with an icy beam that may freeze it.
Ice Beam,"['FireRed', 'LeafGreen']",The foe is struck with an icy beam. It may freeze the foe solid.
Ice Beam,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']",The foe is struck with an icy-cold beam of energy. It may also freeze the target solid.
Ice Beam,"['Black', 'White', 'Black 2', 'White 2']",The target is struck with an icy-cold beam of energy. It may also freeze the target solid.
Ice Beam,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",The target is struck with an icy-cold beam of energy. This may also leave the target frozen.
Ice Beam,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon', 'L.G. Pikachu', 'L.G. Eevee']",The target is struck with an icy-cold beam of energy. This may also leave the target frozen.
Ice Beam,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",The target is struck with an icy-cold beam of energy. This may also leave the target frozen.
Ice Beam,"['Scarlet', 'Violet']",The target is struck with an icy-cold beam of energy. This may also leave the target frozen.
Ice Burn,"['Black', 'White', 'Black 2', 'White 2']","On the second turn, an ultracold, freezing wind surrounds the target. This may leave the target with a burn."
Ice Burn,"['X', 'Y', 'O.Ruby', 'A.Sapphire']","On the second turn, an ultracold, freezing wind surrounds the target. This may leave the target with a burn."
Ice Burn,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']","On the second turn, an ultracold, freezing wind surrounds the target. This may leave the target with a burn."
Ice Burn,"['Sword', 'Shield']","On the second turn, an ultracold, freezing wind surrounds the target. This may leave the target with a burn."
Ice Burn,"['B.Diamond', 'S.Pearl']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Ice Burn,"['Scarlet', 'Violet']","The turn after using this move, the user surrounds the target with an ultracold, freezing wind to inflict damage. This may also leave the target with a burn."
Ice Fang,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']",The user bites with cold-infused fangs. It may also make the foe flinch or freeze. 
Ice Fang,"['Black', 'White', 'Black 2', 'White 2']",The user bites with cold-infused fangs. It may also make the target flinch or leave it frozen.
Ice Fang,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",The user bites with cold-infused fangs. This may also make the target flinch or leave it frozen.
Ice Fang,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",The user bites with cold-infused fangs. This may also make the target flinch or leave it frozen.
Ice Fang,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",The user bites with cold-infused fangs. This may also make the target flinch or leave it frozen.
Ice Fang,"['Scarlet', 'Violet']",The user bites with cold-infused fangs. This may also make the target flinch or leave it frozen.
Ice Hammer,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']","The user swings and hits with its strong, heavy fist. It lowers the user’s Speed, however."
Ice Hammer,"['Sword', 'Shield']","The user swings and hits with its strong, heavy fist. It lowers the user’s Speed, however."
Ice Hammer,"['B.Diamond', 'S.Pearl']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Ice Hammer,"['Scarlet', 'Violet']","The user swings its strong, heavy fist at the target to inflict damage. This also lowers the user’s Speed stat."
Ice Punch,"['Gold', 'Silver', 'Crystal']",An icy punch. May cause freezing.
Ice Punch,"['Ruby', 'Sapphire', 'Emerald']",An icy punch that may freeze the foe.
Ice Punch,"['FireRed', 'LeafGreen']",The foe is punched with an icy fist. It may leave the foe frozen.
Ice Punch,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']",The foe is punched with an icy fist. It may leave the target frozen. 
Ice Punch,"['Black', 'White', 'Black 2', 'White 2']",The target is punched with an icy fist. It may also leave the target frozen.
Ice Punch,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",The target is punched with an icy fist. This may also leave the target frozen.
Ice Punch,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon', 'L.G. Pikachu', 'L.G. Eevee']",The target is punched with an icy fist. This may also leave the target frozen.
Ice Punch,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",The target is punched with an icy fist. This may also leave the target frozen.
Ice Punch,"['Scarlet', 'Violet']",The target is attacked with an icy punch. This may also leave the target frozen.
Ice Shard,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']",The user flash freezes chunks of ice and hurls them. This move always goes first.
Ice Shard,"['Black', 'White', 'Black 2', 'White 2']",The user flash freezes chunks of ice and hurls them at the target. This move always goes first.
Ice Shard,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",The user flash-freezes chunks of ice and hurls them at the target. This move always goes first.
Ice Shard,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon', 'L.G. Pikachu', 'L.G. Eevee']",The user flash-freezes chunks of ice and hurls them at the target. This move always goes first.
Ice Shard,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",The user flash-freezes chunks of ice and hurls them at the target. This move always goes first.
Ice Shard,"['Scarlet', 'Violet']",The user flash-freezes chunks of ice and hurls them at the target. This move always goes first.
Ice Spinner,"['Scarlet', 'Violet']","The user covers its feet in thin ice and twirls around, slamming into the target. This move’s spinning motion also destroys the terrain."
Icicle Crash,"['Black', 'White', 'Black 2', 'White 2']",The user attacks by harshly dropping an icicle onto the target. It may also make the target flinch.
Icicle Crash,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",The user attacks by harshly dropping large icicles onto the target. This may also make the target flinch.
Icicle Crash,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",The user attacks by harshly dropping large icicles onto the target. This may also make the target flinch.
Icicle Crash,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",The user attacks by harshly dropping large icicles onto the target. This may also make the target flinch.
Icicle Crash,"['Scarlet', 'Violet']",The user attacks by crashing large icicles onto the target. This may also make the target flinch.
Icicle Spear,"['Ruby', 'Sapphire', 'Emerald']",Attacks the foe by firing 2 to 5 icicles in a row.
Icicle Spear,"['FireRed', 'LeafGreen']",Sharp icicles are fired at the foe. It strikes two to five times.
Icicle Spear,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']",The user launches sharp icicles at the foe. It strikes two to five times in a row.
Icicle Spear,"['Black', 'White', 'Black 2', 'White 2']",The user launches sharp icicles at the target. It strikes two to five times in a row.
Icicle Spear,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",The user launches sharp icicles at the target two to five times in a row.
Icicle Spear,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",The user launches sharp icicles at the target two to five times in a row.
Icicle Spear,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",The user launches sharp icicles at the target two to five times in a row.
Icicle Spear,"['Scarlet', 'Violet']",The user attacks by launching sharp icicles at the target. This move hits two to five times in a row.
Icy Wind,"['Gold', 'Silver', 'Crystal']",An icy attack that lowers SPEED.
Icy Wind,"['Ruby', 'Sapphire', 'Emerald']",A chilling attack that lowers the foe’s SPEED.
Icy Wind,"['FireRed', 'LeafGreen']",A chilling wind is used to attack. It also lowers the SPEED stat.
Icy Wind,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']",The user attacks with a gust of chilled air. It also lowers the target’s Speed stat. 
Icy Wind,"['Black', 'White', 'Black 2', 'White 2']",The user attacks with a gust of chilled air. It also reduces the targets’ Speed stat.
Icy Wind,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",The user attacks with a gust of chilled air. This also lowers the opposing Pokémon’s Speed stats.
Icy Wind,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",The user attacks with a gust of chilled air. This also lowers the opposing Pokémon’s Speed stats.
Icy Wind,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",The user attacks with a gust of chilled air. This also lowers opposing Pokémon’s Speed stats.
Icy Wind,"['Scarlet', 'Violet']",The user attacks with a gust of chilled air. This also lowers opposing Pokémon’s Speed stats.
Imprison,"['Ruby', 'Sapphire', 'Emerald']",Prevents foes from using moves known by the user.
Imprison,"['FireRed', 'LeafGreen']",Prevents foes from using any move that is also known by the user.
Imprison,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']","If the foe knows any move also known by the user, the foe is prevented from using it."
Imprison,"['Black', 'White', 'Black 2', 'White 2']","If the opponents know any move also known by the user, the opponents are prevented from using it."
Imprison,"['X', 'Y', 'O.Ruby', 'A.Sapphire']","If opposing Pokémon know any move also known by the user, they are prevented from using it."
Imprison,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']","If opposing Pokémon know any move also known by the user, they are prevented from using it."
Imprison,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']","If opposing Pokémon know any move also known by the user, they are prevented from using it."
Imprison,"['Scarlet', 'Violet']","If opposing Pokémon know any move also known by the user, they are prevented from using it."
Incinerate,"['Black', 'White', 'Black 2', 'White 2']","The user attacks the target with fire. If the target is holding a Berry, the Berry becomes burnt up and unusable."
Incinerate,"['X', 'Y', 'O.Ruby', 'A.Sapphire']","The user attacks opposing Pokémon with fire. If a Pokémon is holding a certain item, such as a Berry, the item becomes burned up and unusable."
Incinerate,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']","The user attacks opposing Pokémon with fire. If a Pokémon is holding a certain item, such as a Berry, the item becomes burned up and unusable."
Incinerate,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']","The user attacks opposing Pokémon with fire. If a Pokémon is holding a certain item, such as a Berry, the item becomes burned up and unusable."
Incinerate,"['Scarlet', 'Violet']","The user attacks opposing Pokémon with fire. If a Pokémon is holding a certain item, such as a Berry, the item becomes burned up and unusable."
Infernal Parade,"['Scarlet', 'Violet']",The user attacks with myriad fireballs. This may also leave the target with a burn. This move’s power is doubled if the target has a status condition.
Inferno,"['Black', 'White', 'Black 2', 'White 2']",The user attacks by engulfing the target in an intense fire. It leaves the target with a burn.
Inferno,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",The user attacks by engulfing the target in an intense fire. This leaves the target with a burn.
Inferno,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",The user attacks by engulfing the target in an intense fire. This leaves the target with a burn.
Inferno,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",The user attacks by engulfing the target in an intense fire. This leaves the target with a burn.
Inferno,"['Scarlet', 'Violet']",The user attacks by engulfing the target in an intense fire. This leaves the target with a burn.
