pokedex_id,abilities
0981,"['Cud Chew', 'Armor Tail', 'Sap Sipper']"
0982,"['Serene Grace', 'Run Away', 'Rattled']"
0982,"['Serene Grace', 'Run Away', 'Rattled']"
0983,"['Defiant', 'Supreme Overlord', 'Pressure']"
0984,['Protosynthesis']
0985,['Protosynthesis']
0986,['Protosynthesis']
0987,['Protosynthesis']
0988,['Protosynthesis']
0989,['Protosynthesis']
0990,['Quark Drive']
0991,['Quark Drive']
0992,['Quark Drive']
0993,['Quark Drive']
0994,['Quark Drive']
0995,['Quark Drive']
0996,"['Thermal Exchange', 'Ice Body']"
0997,"['Thermal Exchange', 'Ice Body']"
0998,"['Thermal Exchange', 'Ice Body']"
0999,['Rattled']
0999,['Rattled']
1000,['Good as Gold']
1001,['Tablets of Ruin']
1002,['Sword of Ruin']
1003,['Vessel of Ruin']
1004,['Beads of Ruin']
1005,['Protosynthesis']
1006,['Quark Drive']
1007,['Orichalcum Pulse']
1008,['Hadron Engine']
1009,['Protosynthesis']
1010,['Quark Drive']
1011,"['Supersweet Syrup', 'Gluttony', 'Sticky Hold']"
1012,"['Hospitality', 'Heatproof']"
1013,"['Hospitality', 'Heatproof']"
1014,"['Toxic Chain', 'Guard Dog']"
1015,"['Toxic Chain', 'Frisk']"
1016,"['Toxic Chain', 'Technician']"
1017,['Defiant']
1017,['Defiant']
1017,['Defiant']
1017,['Defiant']
1018,"['Stamina', 'Sturdy', 'Stalwart']"
1019,"['Supersweet Syrup', 'Regenerator', 'Sticky Hold']"
1020,['Protosynthesis']
1021,['Protosynthesis']
1022,['Quark Drive']
1023,['Quark Drive']
1024,['Tera Shift']
1024,['Tera Shift']
1024,['Tera Shift']
1025,['Poison Puppeteer']
