name,game,description
Magnet,"['Ruby', 'Sapphire', 'Emerald']",A hold item that boosts ELECTRIC-type moves.
Magnet,"['FireRed', 'LeafGreen']",An item to be held by a POKéMON. A powerful magnet that boosts the power of ELECTRIC-type moves.
Magnet,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']",An item to be held by a Pokémon. It is a powerful magnet that boosts the power of Electric-type moves.
Magnet,"['Black', 'White', 'Black 2', 'White 2']",An item to be held by a Pokémon. It is a powerful magnet that boosts the power of Electric-type moves.
Magnet,"['X', 'Y', 'Omega Ruby', 'Alpha Sapphire']",An item to be held by a Pokémon. It is a powerful magnet that boosts the power of Electric-type moves.
Magnet,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",An item to be held by a Pokémon. It’s a powerful magnet that boosts the power of Electric-type moves.
Magnet,"['Sword', 'Shield', 'Brilliant Diamond', 'Shining Pearl']",An item to be held by a Pokémon. It’s a powerful magnet that boosts the power of Electric-type moves.
Magnet,"['Scarlet', 'Violet']",An item to be held by a Pokémon. It’s a powerful magnet that boosts the power of the holder’s Electric-type moves.
Mago Berry,"['Ruby', 'Sapphire', 'Emerald']",A hold item that restores HP but may confuse.
Mago Berry,"['FireRed', 'LeafGreen']",A hold item that restores HP but may cause confusion when used.
Mago Berry,"['Diamond', 'Pearl', 'Platinum']","A Poffin ingredient. If held by a Pokémon, it restores the user’s HP in a pinch, but may also cause confusion."
Mago Berry,"['HeartGold', 'SoulSilver']","If held by a Pokémon, it restores the user’s HP in a pinch, but will cause confusion if it hates sweet food."
Mago Berry,"['Black', 'White', 'Black 2', 'White 2']","If held by a Pokémon, it restores the user’s HP in a pinch, but will cause confusion if it hates the taste."
Mago Berry,"['X', 'Y', 'Omega Ruby', 'Alpha Sapphire']","If held by a Pokémon, it restores the user’s HP in a pinch, but it will cause confusion if the user hates the taste."
Mago Berry,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']","If held by a Pokémon, it restores the user’s HP in a pinch, but it will cause confusion if the user hates the taste."
Mago Berry,"['Sword', 'Shield', 'Brilliant Diamond', 'Shining Pearl']","If held by a Pokémon, it restores the user’s HP in a pinch, but it will cause confusion if the user hates the taste."
Mago Berry,"['Scarlet', 'Violet']","If a Pokémon holds one of these Berries, it will be able to restore some HP should it find itself in a pinch. But it will become confused if it hates the Berry’s taste."
Magost Berry,"['Ruby', 'Sapphire', 'Emerald']",POKéBLOCK ingredient. Plant in loamy soil to grow MAGOST.
Magost Berry,"['FireRed', 'LeafGreen']",Can be ground up into a powder as an ingredient for medicine.
Magost Berry,"['Diamond', 'Pearl', 'Platinum']",A Poffin ingredient. Bury it in soft soil to grow a Magost Plant.
Magost Berry,"['HeartGold', 'SoulSilver']","In the Sinnoh region, they like to make sweets known as Poffins with this Berry and feed them to their Pokémon."
Magost Berry,"['Black', 'White', 'Black 2', 'White 2']",A Berry which is very rare in the Unova region. A maniac will buy it for a high price.
Magost Berry,"['X', 'Y', 'Omega Ruby', 'Alpha Sapphire']",A Berry to be used in cooking. This Berry is very rare and hard to obtain in the Unova region.
Magost Berry,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']","Used to make Pokéblocks that will enhance your Cuteness, this Berry is rare in other regions."
Magost Berry,"['Sword', 'Shield']","Used to make Pokéblocks that will enhance your Cuteness, this Berry is rare in other regions."
Magost Berry,"['Brilliant Diamond', 'Shining Pearl']",A Poffin ingredient. Bury it in soft soil to grow a Magost Berry plant.
Magost Berry,"['Scarlet', 'Violet']",Used to make Pokéblocks that will enhance Cuteness. This Berry is rare in other regions.
Makuhita Sweat,"['Scarlet', 'Violet']",Material accidentally dropped by a Pokémon. It can be used to make TMs.
Malicious Armor,"['Scarlet', 'Violet']",A peculiar set of armor that can make a certain species of Pokémon evolve. Malicious will lurks within it.
Manectite,"['X', 'Y', 'Omega Ruby', 'Alpha Sapphire']","One variety of the mysterious Mega Stones. Have Manectric hold it, and this stone will enable it to Mega Evolve during battle."
Manectite,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']","One of a variety of mysterious Mega Stones. Have Manectric hold it, and this stone will enable it to Mega Evolve during battle."
Manectite,"['Sword', 'Shield', 'Brilliant Diamond', 'Shining Pearl']","One of a variety of mysterious Mega Stones. Have Manectric hold it, and this stone will enable it to Mega Evolve during battle."
Manectite,"['Scarlet', 'Violet']","One of a variety of mysterious Mega Stones. Have Manectric hold it, and this stone will enable it to Mega Evolve during battle."
Mankey Fur,"['Scarlet', 'Violet']",Material accidentally dropped by a Pokémon. It can be used to make TMs.
Maranga Berry,"['X', 'Y', 'Omega Ruby', 'Alpha Sapphire']","If held by a Pokémon, this Berry will increase the holder’s Sp. Def if it’s hit with a special move."
Maranga Berry,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']","If held by a Pokémon, this Berry will increase the holder’s Sp. Def if it’s hit with a special move."
Maranga Berry,"['Sword', 'Shield', 'Brilliant Diamond', 'Shining Pearl']","If held by a Pokémon, this Berry will increase the holder’s Sp. Def if it’s hit with a special move."
Maranga Berry,"['Scarlet', 'Violet']","If a Pokémon holding this Berry is hit with a special move, the holder’s Sp. Def stat will be boosted."
Marble,"['Let\'s Go Pikachu!', 'Let\'s Go Eevee!']",A round glass marble. You can see colored glass inside the transparent marble.
Marble,"['Sword', 'Shield', 'Brilliant Diamond', 'Shining Pearl']",A round glass marble. You can see colored glass inside the transparent marble.
Marble,"['Scarlet', 'Violet']",A round glass marble. You can see colored glass inside the transparent marble.
Mareanie Spike,"['Scarlet', 'Violet']",Material accidentally dropped by a Pokémon. It can be used to make TMs.
Mareep Wool,"['Scarlet', 'Violet']",Material accidentally dropped by a Pokémon. It can be used to make TMs.
Marill Ball,"['Scarlet', 'Violet']",A Marill-themed ball. It’s soft and springy. Make sure you haven’t mistaken a real Marill for this ball before throwing.
Marmalade,"['Scarlet', 'Violet']","A condiment with sour and bitter notes. It’s surprisingly useful, as it makes a nice counterpoint to oilier foods."
Marsh Balm,['Arceus'],"A mysterious balm that gives off a soothing scent. It can be used to help calm the frenzy of the Lady of the Ridge, Lilligant."
Marsh Balm,"['Scarlet', 'Violet']","A mysterious balm that gives off a soothing scent. It can be used to help calm the frenzy of the Lady of the Ridge, Lilligant."
Marshadium Z,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",It converts Z-Power into crystals that upgrade Marshadow’s Spectral Thief to an exclusive Z-Move.
Marshadium Z,"['Sword', 'Shield']",It converts Z-Power into crystals that upgrade Marshadow’s Spectral Thief to an exclusive Z-Move.
Marshadium Z,"['Brilliant Diamond', 'Shining Pearl']",This is a crystallized form of Z-Power. It upgrades Marshadow’s Spectral Thief to a Z-Move.
Marshadium Z,"['Scarlet', 'Violet']",This is a crystallized form of Z-Power. It upgrades Marshadow’s Spectral Thief to a Z-Move.
Maschiff Fang,"['Scarlet', 'Violet']",Material accidentally dropped by a Pokémon. It can be used to make TMs.
Master Ball,"['Ruby', 'Sapphire', 'Emerald']",The best BALL that catches a POKéMON without fail.
Master Ball,"['FireRed', 'LeafGreen']",The best BALL with the ultimate performance. It will catch any wild POKéMON without fail.
Master Ball,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']",The best Ball with the ultimate level of performance. It will catch any wild Pokémon without fail.
Master Ball,"['Black', 'White', 'Black 2', 'White 2']",The best Ball with the ultimate level of performance. It will catch any wild Pokémon without fail.
Master Ball,"['X', 'Y', 'Omega Ruby', 'Alpha Sapphire']","The best Poké Ball with the ultimate level of performance. With it, you will catch any wild Pokémon without fail."
Master Ball,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon', 'Let\'s Go Pikachu!', 'Let\'s Go Eevee!']","The best Poké Ball with the ultimate level of performance. With it, you will catch any wild Pokémon without fail."
Master Ball,"['Sword', 'Shield', 'Brilliant Diamond', 'Shining Pearl']","The best Poké Ball with the ultimate level of performance. With it, you will catch any wild Pokémon without fail."
Master Ball,"['Scarlet', 'Violet']","The very best Poké Ball with the ultimate level of performance. With it, you will catch any wild Pokémon without fail."
Mawilite,"['X', 'Y', 'Omega Ruby', 'Alpha Sapphire']","One variety of the mysterious Mega Stones. Have Mawile hold it, and this stone will enable it to Mega Evolve during battle."
Mawilite,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']","One of a variety of mysterious Mega Stones. Have Mawile hold it, and this stone will enable it to Mega Evolve during battle."
Mawilite,"['Sword', 'Shield', 'Brilliant Diamond', 'Shining Pearl']","One of a variety of mysterious Mega Stones. Have Mawile hold it, and this stone will enable it to Mega Evolve during battle."
Mawilite,"['Scarlet', 'Violet']","One of a variety of mysterious Mega Stones. Have Mawile hold it, and this stone will enable it to Mega Evolve during battle."
Max Elixir,"['Ruby', 'Sapphire', 'Emerald']",Fully restores the PP of a POKéMON’s moves.
Max Elixir,"['FireRed', 'LeafGreen']",Fully restores the PP of all moves for one POKéMON.
Max Elixir,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']",It fully restores the PP of all the moves learned by the targeted Pokémon.
Max Elixir,"['Black', 'White', 'Black 2', 'White 2']",It fully restores the PP of all the moves learned by the targeted Pokémon.
Max Elixir,"['X', 'Y', 'Omega Ruby', 'Alpha Sapphire']",This medicine can fully restore the PP of all of the moves that have been learned by a Pokémon.
Max Elixir,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",This medicine can fully restore the PP of all of the moves that have been learned by a Pokémon.
Max Elixir,"['Let\'s Go Pikachu!', 'Let\'s Go Eevee!']",This medicine can be used to fully restore the PP of all of the moves that have been learned by a Pokémon.
Max Elixir,"['Sword', 'Shield', 'Brilliant Diamond', 'Shining Pearl']",This medicine can be used to fully restore the PP of all of the moves that have been learned by a Pokémon.
Max Elixir,"['Scarlet', 'Violet']",A medicine that can be used to fully restore the max PP of all four moves that a Pokémon knows.
Max Ether,"['Ruby', 'Sapphire', 'Emerald']",Fully restores the PP of a selected move.
Max Ether,"['FireRed', 'LeafGreen']",Fully restores a selected move’s PP for one POKéMON.
Max Ether,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']",It fully restores the PP of a single selected move that has been learned by the target Pokémon.
Max Ether,"['Black', 'White', 'Black 2', 'White 2']",It fully restores the PP of a single selected move that has been learned by the target Pokémon.
Max Ether,"['X', 'Y', 'Omega Ruby', 'Alpha Sapphire']",This medicine can fully restore the PP of a single selected move that has been learned by a Pokémon.
Max Ether,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",This medicine can fully restore the PP of a single selected move that has been learned by a Pokémon.
Max Ether,"['Let\'s Go Pikachu!', 'Let\'s Go Eevee!']",This medicine can be used to fully restore the PP of a single selected move that has been learned by a Pokémon.
Max Ether,"['Sword', 'Shield', 'Brilliant Diamond', 'Shining Pearl']",This medicine can be used to fully restore the PP of a single selected move that has been learned by a Pokémon.
Max Ether,"['Scarlet', 'Violet']",A medicine that can be used to fully restore the max PP of a single move that a Pokémon knows.
Max Honey,"['Brilliant Diamond', 'Shining Pearl']",Honey that Dynamax Vespiquen produces. Adding this honey to Max Soup makes the taste very smooth. It also has the same effect as a Max Revive.
Max Honey,"['Scarlet', 'Violet']",Honey that Dynamax Vespiquen produces. Adding this honey to Max Soup makes the taste very smooth. It also has the same effect as a Max Revive.
Max Lure,"['Let\'s Go Pikachu!', 'Let\'s Go Eevee!']",A glass bottle of perfume that makes rare Pokémon more likely to appear. It lasts longer than a Super Lure.
Max Lure,"['Sword', 'Shield', 'Brilliant Diamond', 'Shining Pearl']",A glass bottle of perfume that makes rare Pokémon more likely to appear. It lasts longer than a Super Lure.
Max Lure,"['Scarlet', 'Violet']",A bottle of perfume that makes rare Pokémon more likely to appear when sprayed about. Its effect lasts longer than that of a Super Lure.
Max Mushrooms,"['Brilliant Diamond', 'Shining Pearl']",Mushrooms that have the power of changing Dynamax forms. They boost all stats of a Pokémon during battle.
Max Mushrooms,"['Scarlet', 'Violet']",Mushrooms that have the power of changing Dynamax forms. They boost all stats of a Pokémon during battle.
Max Potion,"['Ruby', 'Sapphire', 'Emerald']",Fully restores the HP of a POKéMON.
Max Potion,"['FireRed', 'LeafGreen']",A spray-type wound medicine. It fully restores the HP of one POKéMON.
Max Potion,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']",A spray-type medicine for wounds. It completely restores the HP of a single Pokémon.
Max Potion,"['Black', 'White', 'Black 2', 'White 2']",A spray-type medicine for wounds. It completely restores the HP of a single Pokémon.
Max Potion,"['X', 'Y', 'Omega Ruby', 'Alpha Sapphire']",A spray-type medicine for treating wounds. It will completely restore the max HP of a single Pokémon.
Max Potion,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",A spray-type medicine for treating wounds. It will completely restore the max HP of a single Pokémon.
Max Potion,"['Let\'s Go Pikachu!', 'Let\'s Go Eevee!']",A spray-type medicine for treating wounds. It can be used to completely restore the max HP of a single Pokémon.
Max Potion,"['Sword', 'Shield', 'Brilliant Diamond', 'Shining Pearl']",A spray-type medicine for treating wounds. It can be used to completely restore the max HP of a single Pokémon.
Max Potion,"['Scarlet', 'Violet']",A spray-type medicine for treating wounds. It can be used to fully restore the max HP of a Pokémon.
Max Repel,"['Ruby', 'Sapphire', 'Emerald']",Repels weak wild POKéMON for 250 steps.
Max Repel,"['FireRed', 'LeafGreen']",Prevents weak wild POKéMON from appearing for 250 steps.
Max Repel,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']",An item that prevents weak wild Pokémon from appearing for 250 steps after its use.
Max Repel,"['Black', 'White', 'Black 2', 'White 2']",An item that prevents weak wild Pokémon from appearing for 250 steps after its use.
Max Repel,"['X', 'Y', 'Omega Ruby', 'Alpha Sapphire']",An item that prevents any low-level wild Pokémon from jumping out at you for 250 steps after its use.
Max Repel,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",An item that prevents any low-level wild Pokémon from jumping out at you for a while. It lasts longer than Super Repel.
Max Repel,"['Let\'s Go Pikachu!', 'Let\'s Go Eevee!']",An item that drives away wild Pokémon so you won’t encounter them. It lasts longer than a Super Repel.
Max Repel,"['Sword', 'Shield', 'Brilliant Diamond', 'Shining Pearl']",An item that prevents any low-level wild Pokémon from jumping out at you for a while. It lasts longer than Super Repel.
Max Repel,"['Scarlet', 'Violet']",An item that prevents low-level wild Pokémon from jumping out at you for a time. It lasts longer than Super Repel.
Max Revive,"['Ruby', 'Sapphire', 'Emerald']",Revives a fainted POKéMON with all its HP.
Max Revive,"['FireRed', 'LeafGreen']","A medicine that revives a fainted POKéMON, restoring HP fully."
Max Revive,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']",A medicine that revives a fainted Pokémon. It fully restores the Pokémon’s HP.
Max Revive,"['Black', 'White', 'Black 2', 'White 2']",A medicine that revives a fainted Pokémon. It fully restores the Pokémon’s HP.
Max Revive,"['X', 'Y', 'Omega Ruby', 'Alpha Sapphire']",A medicine that can revive fainted Pokémon. It also fully restores a fainted Pokémon’s maximum HP.
Max Revive,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",A medicine that can revive fainted Pokémon. It also fully restores a fainted Pokémon’s maximum HP.
Max Revive,"['Let\'s Go Pikachu!', 'Let\'s Go Eevee!']",A medicine that can be used to revive a single Pokémon that has fainted. It also fully restores the Pokémon’s max HP.
Max Revive,"['Sword', 'Shield', 'Brilliant Diamond', 'Shining Pearl']",A medicine that can be used to revive a single Pokémon that has fainted. It also fully restores the Pokémon’s max HP.
Max Revive,"['Scarlet', 'Violet']",A medicine that can be used to revive a Pokémon that has fainted. It also fully restores the Pokémon’s max HP.
Mayonnaise,"['Scarlet', 'Violet']",A condiment that packs a very tart punch yet pairs well with various ingredients.
Meadow Plate,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']",An item to be held by a Pokémon. It is a stone tablet that boosts the power of Grass-type moves.
Meadow Plate,"['Black', 'White', 'Black 2', 'White 2']",An item to be held by a Pokémon. It is a stone tablet that boosts the power of Grass-type moves.
Meadow Plate,"['X', 'Y', 'Omega Ruby', 'Alpha Sapphire']",An item to be held by a Pokémon. It’s a stone tablet that boosts the power of Grass-type moves.
Meadow Plate,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",An item to be held by a Pokémon. It’s a stone tablet that boosts the power of Grass-type moves.
Meadow Plate,"['Sword', 'Shield', 'Brilliant Diamond', 'Shining Pearl']",An item to be held by a Pokémon. It’s a stone tablet that boosts the power of Grass-type moves.
Meadow Plate,"['Scarlet', 'Violet']",An item to be held by a Pokémon. This stone tablet is imbued with the essence of plants and boosts the power of the holder’s Grass-type moves.
Medichamite,"['X', 'Y', 'Omega Ruby', 'Alpha Sapphire']","One variety of the mysterious Mega Stones. Have Medicham hold it, and this stone will enable it to Mega Evolve during battle."
Medichamite,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']","One of a variety of mysterious Mega Stones. Have Medicham hold it, and this stone will enable it to Mega Evolve during battle."
Medichamite,"['Sword', 'Shield', 'Brilliant Diamond', 'Shining Pearl']","One of a variety of mysterious Mega Stones. Have Medicham hold it, and this stone will enable it to Mega Evolve during battle."
Medichamite,"['Scarlet', 'Violet']","One of a variety of mysterious Mega Stones. Have Medicham hold it, and this stone will enable it to Mega Evolve during battle."
Medicinal Leek,['Arceus'],Required for crafting medicinal compounds. This vegetable is found growing across the Hisui region and is also known as the wayfarer’s friend.
Medicinal Leek,"['Scarlet', 'Violet']",Required for crafting medicinal compounds. This vegetable is found growing across the Hisui region and is also known as the wayfarer’s friend.
Meditite Sweat,"['Scarlet', 'Violet']",Material accidentally dropped by a Pokémon. It can be used to make TMs.
Mental Herb,"['Ruby', 'Sapphire', 'Emerald']",A hold item that snaps POKéMON out of infatuation.
Mental Herb,"['FireRed', 'LeafGreen']",An item to be held by a POKéMON. It snaps the holder out of infatuation. It can be used once.
Mental Herb,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']",An item to be held by a Pokémon. It snaps the holder out of infatuation. It can be used only once.
Mental Herb,"['Black', 'White', 'Black 2', 'White 2']",An item to be held by a Pokémon. It snaps the holder out of infatuation. It can be used only once.
Mental Herb,"['X', 'Y', 'Omega Ruby', 'Alpha Sapphire']",An item to be held by a Pokémon. It snaps the holder out of infatuation. It can be used only once.
Mental Herb,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",An item to be held by a Pokémon. The holder shakes off move-binding effects to move freely. It can be used only once.
Mental Herb,"['Sword', 'Shield', 'Brilliant Diamond', 'Shining Pearl']",An item to be held by a Pokémon. The holder shakes off move-binding effects to move freely. It can be used only once.
Mental Herb,"['Scarlet', 'Violet']",An item to be held by a Pokémon. The holder will be able to shake off move-binding effects to move freely— but only once.
Meowth Fur,"['Scarlet', 'Violet']",Material accidentally dropped by a Pokémon. It can be used to make TMs.
Metagrossite,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']","One of a variety of mysterious Mega Stones. Have Metagross hold it, and this stone will enable it to Mega Evolve during battle."
Metagrossite,"['Sword', 'Shield', 'Brilliant Diamond', 'Shining Pearl']","One of a variety of mysterious Mega Stones. Have Metagross hold it, and this stone will enable it to Mega Evolve during battle."
Metagrossite,"['Scarlet', 'Violet']","One of a variety of mysterious Mega Stones. Have Metagross hold it, and this stone will enable it to Mega Evolve during battle."
Metal Coat,"['Ruby', 'Sapphire', 'Emerald']",A hold item that raises the power of STEEL-type moves.
Metal Coat,"['FireRed', 'LeafGreen']",An item to be held by a POKéMON. A special metallic film that boosts the power of STEEL-type moves.
Metal Coat,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']",An item to be held by a Pokémon. It is a special metallic film that ups the power of Steel-type moves.
Metal Coat,"['Black', 'White', 'Black 2', 'White 2']",An item to be held by a Pokémon. It is a special metallic film that ups the power of Steel-type moves.
Metal Coat,"['X', 'Y', 'Omega Ruby', 'Alpha Sapphire']",An item to be held by a Pokémon. It is a special metallic film that can boost the power of Steel-type moves.
Metal Coat,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",An item to be held by a Pokémon. It’s a special metallic film that can boost the power of Steel-type moves.
Metal Coat,"['Sword', 'Shield', 'Brilliant Diamond', 'Shining Pearl']",An item to be held by a Pokémon. It’s a special metallic film that can boost the power of Steel-type moves.
Metal Coat,"['Scarlet', 'Violet']",An item to be held by a Pokémon. It’s a special metallic coating that boosts the power of the holder’s Steel-type moves.
Metal Powder,"['Ruby', 'Sapphire']",A hold item that raises DEFENSE.
Metal Powder,"['FireRed', 'LeafGreen']","A fine, hard powder to be held by a DITTOmega  It raises DITTO’s DEFENSE stat."
Metal Powder,['Emerald'],A hold item that raises DITTO’s DEFENSE.
Metal Powder,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']","An item to be held by DITTOmega  Extremely fine yet hard, this odd powder boosts the Defense stat."
Metal Powder,"['Black', 'White', 'Black 2', 'White 2']","An item to be held by Ditto. Extremely fine yet hard, this odd powder boosts the Defense stat."
Metal Powder,"['X', 'Y', 'Omega Ruby', 'Alpha Sapphire']","An item to be held by Ditto. Extremely fine yet hard, this odd powder boosts the Defense stat."
Metal Powder,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']","An item to be held by Ditto. Extremely fine yet hard, this odd powder boosts the Defense stat."
Metal Powder,"['Sword', 'Shield', 'Brilliant Diamond', 'Shining Pearl']","An item to be held by Ditto. Extremely fine yet hard, this odd powder boosts the Defense stat."
Metal Powder,"['Scarlet', 'Violet']","An item to be held by Ditto. Extremely fine yet hard, this odd powder boosts Ditto’s Defense stat."
Metronome,"['Diamond', 'Pearl', 'Platinum']",A Pokémon hold item that boosts a move used consecutively. Its effect is reset if another move is used.
Metronome,"['HeartGold', 'SoulSilver']",A Pokémon held item that boosts a move used consecutively. Its effect is reset if another move is used.
Metronome,"['Black', 'White', 'Black 2', 'White 2']",A Pokémon held item that boosts a move used consecutively. Its effect is reset if another move is used.
Metronome,"['X', 'Y', 'Omega Ruby', 'Alpha Sapphire']","An item to be held by a Pokémon. It boosts moves used consecutively, but only until a different move is used."
Metronome,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']","An item to be held by a Pokémon. It boosts moves used consecutively, but only until a different move is used."
Metronome,"['Sword', 'Shield', 'Brilliant Diamond', 'Shining Pearl']",An item to be held by a Pokémon. It boosts moves used consecutively but only until a different move is used.
Metronome,"['Scarlet', 'Violet']","An item to be held by a Pokémon. It boosts the power of a move that’s used repeatedly. Once the chain is broken, the move’s power returns to normal."
Mewnium Z,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",It converts Z-Power into crystals that upgrade Mew’s Psychic to an exclusive Z-Move.
Mewnium Z,"['Sword', 'Shield']",It converts Z-Power into crystals that upgrade Mew’s Psychic to an exclusive Z-Move.
Mewnium Z,"['Brilliant Diamond', 'Shining Pearl']",This is a crystallized form of Z-Power. It upgrades Mew’s Psychic to a Z-Move.
Mewnium Z,"['Scarlet', 'Violet']",This is a crystallized form of Z-Power. It upgrades Mew’s Psychic to a Z-Move.
Mewtwonite X,"['X', 'Y', 'Omega Ruby', 'Alpha Sapphire']","One variety of the mysterious Mega Stones. Have Mewtwo hold it, and this stone will enable it to Mega Evolve during battle."
Mewtwonite X,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']","One of a variety of mysterious Mega Stones. Have Mewtwo hold it, and this stone will enable it to Mega Evolve during battle."
Mewtwonite X,"['Let\'s Go Pikachu!', 'Let\'s Go Eevee!']",One of a variety of mysterious Mega Stones. This stone will enable Mewtwo to Mega Evolve during battle.
Mewtwonite X,"['Sword', 'Shield', 'Brilliant Diamond', 'Shining Pearl']","One of a variety of mysterious Mega Stones. Have Mewtwo hold it, and this stone will enable it to Mega Evolve during battle."
Mewtwonite X,"['Scarlet', 'Violet']","One of a variety of mysterious Mega Stones. Have Mewtwo hold it, and this stone will enable it to Mega Evolve during battle."
Mewtwonite Y,"['X', 'Y', 'Omega Ruby', 'Alpha Sapphire']","One variety of the mysterious Mega Stones. Have Mewtwo hold it, and this stone will enable it to Mega Evolve during battle."
Mewtwonite Y,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']","One of a variety of mysterious Mega Stones. Have Mewtwo hold it, and this stone will enable it to Mega Evolve during battle."
Mewtwonite Y,"['Let\'s Go Pikachu!', 'Let\'s Go Eevee!']",One of a variety of mysterious Mega Stones. This stone will enable Mewtwo to Mega Evolve during battle.
Mewtwonite Y,"['Sword', 'Shield', 'Brilliant Diamond', 'Shining Pearl']","One of a variety of mysterious Mega Stones. Have Mewtwo hold it, and this stone will enable it to Mega Evolve during battle."
Mewtwonite Y,"['Scarlet', 'Violet']","One of a variety of mysterious Mega Stones. Have Mewtwo hold it, and this stone will enable it to Mega Evolve during battle."
Micle Berry,"['Diamond', 'Pearl', 'Platinum']","A Poffin ingredient. If held by a Pokémon, it raises the accuracy of a move just once in a pinch."
Micle Berry,"['HeartGold', 'SoulSilver']","If held by a Pokémon, it raises the accuracy of a move just once in a pinch."
Micle Berry,"['Black', 'White', 'Black 2', 'White 2']","If held by a Pokémon, it raises the accuracy of a move just once in a pinch."
Micle Berry,"['X', 'Y', 'Omega Ruby', 'Alpha Sapphire']","A Berry to be consumed by Pokémon. If a Pokémon holds one, its accuracy will increase just once when it’s in a pinch."
Micle Berry,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']","A Berry to be consumed by Pokémon. If a Pokémon holds one, its accuracy will increase just once when it’s in a pinch."
Micle Berry,"['Sword', 'Shield', 'Brilliant Diamond', 'Shining Pearl']","A Berry to be consumed by Pokémon. If a Pokémon holds one, its accuracy will increase just once when it’s in a pinch."
Micle Berry,"['Scarlet', 'Violet']","If a Pokémon holds one of these Berries, its accuracy will be boosted should it find itself in a pinch—but only for the next move it uses."
Mighty Candy,"['Sword', 'Shield', 'Brilliant Diamond', 'Shining Pearl']","A candy that is packed with energy. When given to a Pokémon, it will increase that Pokémon’s Attack stat."
Mighty Candy,"['Scarlet', 'Violet']","A candy that is packed with energy. When given to a Pokémon, it will increase that Pokémon’s Attack stat."
Mighty Candy L,"['Sword', 'Shield', 'Brilliant Diamond', 'Shining Pearl']","A big candy that is packed with energy. When given to a Pokémon at Lv. 30 or higher, it will increase that Pokémon’s Attack stat."
Mighty Candy L,"['Scarlet', 'Violet']","A big candy that is packed with energy. When given to a Pokémon at Lv. 30 or higher, it will increase that Pokémon’s Attack stat."
Mighty Candy XL,"['Sword', 'Shield', 'Brilliant Diamond', 'Shining Pearl']","A huge candy that is packed with energy. When given to a Pokémon at Lv. 60 or higher, it will increase that Pokémon’s Attack stat."
Mighty Candy XL,"['Scarlet', 'Violet']","A huge candy that is packed with energy. When given to a Pokémon at Lv. 60 or higher, it will increase that Pokémon’s Attack stat."
Mild Mint,"['Sword', 'Shield', 'Brilliant Diamond', 'Shining Pearl']","When a Pokémon smells this mint, its Sp. Atk will grow more easily, but its Defense will grow more slowly."
Mild Mint,"['Scarlet', 'Violet']","Having a Pokémon smell this mint can make its Sp. Atk stat grow stronger. However, its Defense stat may suffer."
Mimikium Z,"['Ultra Sun', 'Ultra Moon']",It converts Z-Power into crystals that upgrade Mimikyu’s Play Rough to an exclusive Z-Move.
Mimikium Z,"['Sword', 'Shield']",It converts Z-Power into crystals that upgrade Mimikyu’s Play Rough to an exclusive Z-Move.
Mimikium Z,"['Brilliant Diamond', 'Shining Pearl']",This is a crystallized form of Z-Power. It upgrades Mimikyu’s Play Rough to a Z-Move.
Mimikium Z,"['Scarlet', 'Violet']",This is a crystallized form of Z-Power. It upgrades Mimikyu’s Play Rough to a Z-Move.
